item_code,quantity,number_of_orders_that_use_that_quantity,demand_probability
14220086001,4,1,0.05263157894736842
14220086001,7,1,0.05263157894736842
14220108001,1,17,0.68
14220108001,2,6,0.24
14220108001,3,1,0.04
14220108001,4,1,0.04
14220110001,99,2,1.0
14220132001,1,6,0.46153846153846156
14220132001,2,3,0.23076923076923078
14220132001,7,1,0.07692307692307693
14220132001,8,2,0.15384615384615385
14220132001,10,1,0.07692307692307693
14220140001,1,30,0.6976744186046512
14220140001,2,8,0.18604651162790697
14220140001,3,2,0.046511627906976744
14220140001,4,1,0.023255813953488372
14220140001,6,1,0.023255813953488372
14220140001,9,1,0.023255813953488372
14220141001,1,41,0.7321428571428571
14220141001,2,8,0.14285714285714285
14220141001,3,4,0.07142857142857142
14220141001,4,1,0.017857142857142856
14220141001,5,1,0.017857142857142856
14220141001,8,1,0.017857142857142856
14220146001,1,13,0.9285714285714286
14220146001,2,1,0.07142857142857142
14220155001,1,2,0.6666666666666666
14220155001,3,1,0.3333333333333333
14220249001,1,3,0.5
14220249001,2,2,0.3333333333333333
14220249001,5,1,0.16666666666666666
14221113001,1,11,0.6875
14221113001,2,2,0.125
14221113001,3,1,0.0625
14221113001,5,2,0.125
14221114001,1,8,0.8888888888888888
14221114001,2,1,0.1111111111111111
14222001001,1,6,1.0
14222005001,1,5,0.2777777777777778
14222005001,2,8,0.4444444444444444
14222005001,3,4,0.2222222222222222
14222005001,9,1,0.05555555555555555
14222006001,1,2,1.0
14222007001,1,18,0.8181818181818182
14222007001,2,3,0.13636363636363635
14222007001,4,1,0.045454545454545456
14222009001,10,1,1.0
14222011001,1,4,0.4444444444444444
14222011001,2,2,0.2222222222222222
14222011001,4,1,0.1111111111111111
14222011001,7,1,0.1111111111111111
14222011001,10,1,0.1111111111111111
14222017001,1,1,1.0
14222019001,1,25,0.8928571428571429
14222019001,2,3,0.10714285714285714
14222025001,1,17,0.8947368421052632
14222025001,2,1,0.05263157894736842
14222025001,3,1,0.05263157894736842
14222027001,8,9,0.8181818181818182
14222027001,16,1,0.09090909090909091
14222027001,40,1,0.09090909090909091
14222036001,1,1,0.5
14222036001,2,1,0.5
14222042001,1,39,0.8297872340425532
14222042001,2,5,0.10638297872340426
14222042001,3,1,0.02127659574468085
14222042001,5,1,0.02127659574468085
14222042001,6,1,0.02127659574468085
14222043001,1,57,0.7037037037037037
14222043001,2,18,0.2222222222222222
14222043001,3,4,0.04938271604938271
14222043001,4,1,0.012345679012345678
14222043001,5,1,0.012345679012345678
14222044001,1,6,0.6666666666666666
14222044001,4,1,0.1111111111111111
14222044001,6,2,0.2222222222222222
14222045001,6,3,1.0
14222046001,1,74,0.7956989247311828
14222046001,2,11,0.11827956989247312
14222046001,3,2,0.021505376344086023
14222046001,4,3,0.03225806451612903
14222046001,5,1,0.010752688172043012
14222046001,6,1,0.010752688172043012
14222046001,10,1,0.010752688172043012
14222048001,6,9,0.8181818181818182
14222048001,12,1,0.09090909090909091
14222048001,24,1,0.09090909090909091
14222049001,1,6,0.6666666666666666
14222049001,2,3,0.3333333333333333
14222053001,1,23,0.7931034482758621
14222053001,2,2,0.06896551724137931
14222053001,3,3,0.10344827586206896
14222053001,4,1,0.034482758620689655
14222068001,1,113,0.7018633540372671
14222068001,2,30,0.18633540372670807
14222068001,3,4,0.024844720496894408
14222068001,4,6,0.037267080745341616
14222068001,5,5,0.031055900621118012
14222068001,6,2,0.012422360248447204
14222068001,11,1,0.006211180124223602
14222069001,1,1,1.0
14222070001,1,32,0.6808510638297872
14222070001,2,9,0.19148936170212766
14222070001,5,2,0.0425531914893617
14222070001,6,2,0.0425531914893617
14222070001,7,1,0.02127659574468085
14222070001,10,1,0.02127659574468085
14222071001,1,16,0.7619047619047619
14222071001,2,4,0.19047619047619047
14222071001,4,1,0.047619047619047616
14222072001,1,96,0.7218045112781954
14222072001,2,24,0.18045112781954886
14222072001,3,5,0.03759398496240601
14222072001,4,2,0.015037593984962405
14222072001,5,4,0.03007518796992481
14222072001,7,1,0.007518796992481203
14222072001,10,1,0.007518796992481203
14222087001,1,22,0.8148148148148148
14222087001,2,3,0.1111111111111111
14222087001,3,1,0.037037037037037035
14222087001,5,1,0.037037037037037035
14222089001,1,19,0.9047619047619048
14222089001,2,1,0.047619047619047616
14222089001,3,1,0.047619047619047616
14222095001,1,56,0.8
14222095001,2,11,0.15714285714285714
14222095001,4,2,0.02857142857142857
14222095001,10,1,0.014285714285714285
14222104001,1,9,0.9
14222104001,2,1,0.1
14222107001,1,14,0.7368421052631579
14222107001,2,2,0.10526315789473684
14222107001,3,2,0.10526315789473684
14222107001,6,1,0.05263157894736842
14222114001,1,78,0.7572815533980582
14222114001,2,15,0.14563106796116504
14222114001,3,4,0.038834951456310676
14222114001,4,1,0.009708737864077669
14222114001,5,2,0.019417475728155338
14222114001,8,1,0.009708737864077669
14222114001,10,1,0.009708737864077669
14222114001,12,1,0.009708737864077669
14222119001,1,2,0.6666666666666666
14222119001,3,1,0.3333333333333333
14222120001,1,1,0.5
14222120001,10,1,0.5
14222121001,1,1,1.0
14222122001,1,2,1.0
14222123001,1,1,0.5
14222123001,3,1,0.5
14222137001,1,1,0.3333333333333333
14222137001,2,2,0.6666666666666666
14222141001,1,10,0.7692307692307693
14222141001,2,2,0.15384615384615385
14222141001,5,1,0.07692307692307693
14222142001,1,65,0.5855855855855856
14222142001,2,24,0.21621621621621623
14222142001,3,6,0.05405405405405406
14222142001,4,3,0.02702702702702703
14222142001,5,5,0.04504504504504504
14222142001,6,5,0.04504504504504504
14222142001,7,2,0.018018018018018018
14222142001,10,1,0.009009009009009009
14222217001,1,14,0.9333333333333333
14222217001,3,1,0.06666666666666667
14222219001,1,1,0.5
14222219001,2,1,0.5
14222896001,6,8,0.6153846153846154
14222896001,12,4,0.3076923076923077
14222896001,18,1,0.07692307692307693
14222897001,6,21,0.6774193548387096
14222897001,12,8,0.25806451612903225
14222897001,18,1,0.03225806451612903
14222897001,30,1,0.03225806451612903
14222898001,6,12,0.7058823529411765
14222898001,12,4,0.23529411764705882
14222898001,18,1,0.058823529411764705
14222999001,1,15,0.6818181818181818
14222999001,2,5,0.22727272727272727
14222999001,4,1,0.045454545454545456
14222999001,8,1,0.045454545454545456
14223003001,1,191,0.7764227642276422
14223003001,2,30,0.12195121951219512
14223003001,3,9,0.036585365853658534
14223003001,4,6,0.024390243902439025
14223003001,5,4,0.016260162601626018
14223003001,6,4,0.016260162601626018
14223003001,10,1,0.0040650406504065045
14223003001,12,1,0.0040650406504065045
14223005001,1,19,0.9047619047619048
14223005001,2,2,0.09523809523809523
14223006001,1,9,0.8181818181818182
14223006001,2,2,0.18181818181818182
14223008001,1,9,0.9
14223008001,10,1,0.1
14223018001,1,45,0.8181818181818182
14223018001,2,6,0.10909090909090909
14223018001,3,2,0.03636363636363636
14223018001,4,1,0.01818181818181818
14223018001,6,1,0.01818181818181818
14223023001,1,20,0.7692307692307693
14223023001,2,5,0.19230769230769232
14223023001,10,1,0.038461538461538464
14223030001,1,12,0.8
14223030001,2,3,0.2
14223032001,1,23,0.6571428571428571
14223032001,2,9,0.2571428571428571
14223032001,3,2,0.05714285714285714
14223032001,8,1,0.02857142857142857
14223037001,1,65,0.6435643564356436
14223037001,2,22,0.21782178217821782
14223037001,3,7,0.06930693069306931
14223037001,4,2,0.019801980198019802
14223037001,5,1,0.009900990099009901
14223037001,7,3,0.0297029702970297
14223037001,8,1,0.009900990099009901
14223039001,1,83,0.8058252427184466
14223039001,2,15,0.14563106796116504
14223039001,3,3,0.02912621359223301
14223039001,4,2,0.019417475728155338
14223045001,2,102,0.864406779661017
14223045001,4,10,0.0847457627118644
14223045001,6,3,0.025423728813559324
14223045001,8,2,0.01694915254237288
14223045001,10,1,0.00847457627118644
14223046001,1,1,1.0
14223047001,1,4,0.8
14223047001,7,1,0.2
14223048001,1,4,0.6666666666666666
14223048001,2,1,0.16666666666666666
14223048001,3,1,0.16666666666666666
14223062001,1,3,0.42857142857142855
14223062001,2,3,0.42857142857142855
14223062001,3,1,0.14285714285714285
14223065001,1,6,0.8571428571428571
14223065001,2,1,0.14285714285714285
14223073001,1,13,0.8125
14223073001,2,2,0.125
14223073001,4,1,0.0625
14223080001,1,36,0.782608695652174
14223080001,2,5,0.10869565217391304
14223080001,3,2,0.043478260869565216
14223080001,4,1,0.021739130434782608
14223080001,5,1,0.021739130434782608
14223080001,6,1,0.021739130434782608
14223083001,1,9,0.8181818181818182
14223083001,2,1,0.09090909090909091
14223083001,3,1,0.09090909090909091
14223094001,1,4,0.03773584905660377
14223094001,2,93,0.8773584905660378
14223094001,3,3,0.02830188679245283
14223094001,4,4,0.03773584905660377
14223094001,6,2,0.018867924528301886
14223096001,1,5,0.625
14223096001,2,1,0.125
14223096001,5,2,0.25
14223119001,1,14,0.8235294117647058
14223119001,2,3,0.17647058823529413
14223139001,1,3,0.375
14223139001,2,3,0.375
14223139001,3,1,0.125
14223139001,6,1,0.125
14223155001,1,2,0.5
14223155001,2,2,0.5
14223171001,1,4,0.5714285714285714
14223171001,2,2,0.2857142857142857
14223171001,6,1,0.14285714285714285
14223176001,1,39,0.8478260869565217
14223176001,2,4,0.08695652173913043
14223176001,4,2,0.043478260869565216
14223176001,5,1,0.021739130434782608
14223178001,1,26,0.9285714285714286
14223178001,2,2,0.07142857142857142
14223179001,1,120,0.851063829787234
14223179001,2,15,0.10638297872340426
14223179001,3,2,0.014184397163120567
14223179001,4,1,0.0070921985815602835
14223179001,5,2,0.014184397163120567
14223179001,6,1,0.0070921985815602835
14223215001,1,107,0.7925925925925926
14223215001,2,17,0.1259259259259259
14223215001,3,2,0.014814814814814815
14223215001,4,2,0.014814814814814815
14223215001,5,2,0.014814814814814815
14223215001,6,2,0.014814814814814815
14223215001,7,1,0.007407407407407408
14223215001,10,1,0.007407407407407408
14223215001,12,1,0.007407407407407408
14223247001,1,11,0.6875
14223247001,2,5,0.3125
14223295001,1,6,0.46153846153846156
14223295001,2,7,0.5384615384615384
14223296001,1,7,0.7777777777777778
14223296001,2,1,0.1111111111111111
14223296001,5,1,0.1111111111111111
14224002001,1,16,0.6666666666666666
14224002001,2,5,0.20833333333333334
14224002001,3,1,0.041666666666666664
14224002001,7,1,0.041666666666666664
14224002001,12,1,0.041666666666666664
14224003001,1,34,0.8095238095238095
14224003001,2,5,0.11904761904761904
14224003001,3,3,0.07142857142857142
14225008001,1,1,1.0
14225009001,1,3,0.75
14225009001,2,1,0.25
14225014001,1,7,0.875
14225014001,2,1,0.125
14225016001,1,7,0.875
14225016001,2,1,0.125
14225018001,1,5,0.35714285714285715
14225018001,2,2,0.14285714285714285
14225018001,3,1,0.07142857142857142
14225018001,4,1,0.07142857142857142
14225018001,5,1,0.07142857142857142
14225018001,8,2,0.14285714285714285
14225018001,9,1,0.07142857142857142
14225018001,12,1,0.07142857142857142
14225023001,3,5,0.8333333333333334
14225023001,6,1,0.16666666666666666
14225029001,3,6,1.0
14225030001,3,3,0.75
14225030001,9,1,0.25
14225035001,1,5,1.0
14225041001,1,7,0.875
14225041001,2,1,0.125
14225045001,1,5,0.7142857142857143
14225045001,2,1,0.14285714285714285
14225045001,4,1,0.14285714285714285
14225052001,1,9,0.9
14225052001,2,1,0.1
14225056001,1,7,0.6363636363636364
14225056001,2,2,0.18181818181818182
14225056001,4,1,0.09090909090909091
14225056001,10,1,0.09090909090909091
14225057001,1,4,0.8
14225057001,5,1,0.2
14225061001,1,3,0.75
14225061001,2,1,0.25
14225933001,1,4,0.6666666666666666
14225933001,2,2,0.3333333333333333
14225934001,1,1,1.0
14225938001,1,4,0.8
14225938001,2,1,0.2
14225946001,1,10,0.9090909090909091
14225946001,2,1,0.09090909090909091
14226002001,1,6,0.75
14226002001,9,1,0.125
14226002001,16,1,0.125
14226003001,1,4,0.5
14226003001,2,1,0.125
14226003001,3,3,0.375
14226005001,1,12,0.631578947368421
14226005001,2,1,0.05263157894736842
14226005001,3,1,0.05263157894736842
14226005001,5,2,0.10526315789473684
14226005001,8,1,0.05263157894736842
14226005001,12,1,0.05263157894736842
14226005001,14,1,0.05263157894736842
14226007001,1,28,0.6666666666666666
14226007001,2,6,0.14285714285714285
14226007001,3,6,0.14285714285714285
14226007001,5,2,0.047619047619047616
14226009001,1,32,0.7441860465116279
14226009001,2,5,0.11627906976744186
14226009001,3,2,0.046511627906976744
14226009001,4,1,0.023255813953488372
14226009001,6,2,0.046511627906976744
14226009001,7,1,0.023255813953488372
14226012001,1,6,0.5
14226012001,2,1,0.08333333333333333
14226012001,4,1,0.08333333333333333
14226012001,5,1,0.08333333333333333
14226012001,8,1,0.08333333333333333
14226012001,11,1,0.08333333333333333
14226012001,12,1,0.08333333333333333
14226016001,1,8,0.5333333333333333
14226016001,2,1,0.06666666666666667
14226016001,3,2,0.13333333333333333
14226016001,5,1,0.06666666666666667
14226016001,10,1,0.06666666666666667
14226016001,11,1,0.06666666666666667
14226016001,12,1,0.06666666666666667
14226019001,1,4,0.8
14226019001,6,1,0.2
14226020001,1,6,0.6666666666666666
14226020001,2,1,0.1111111111111111
14226020001,5,1,0.1111111111111111
14226020001,10,1,0.1111111111111111
14226032001,1,3,0.6
14226032001,2,1,0.2
14226032001,3,1,0.2
14226035001,2,2,0.3333333333333333
14226035001,3,1,0.16666666666666666
14226035001,5,1,0.16666666666666666
14226035001,10,1,0.16666666666666666
14226035001,12,1,0.16666666666666666
14226042001,1,9,0.75
14226042001,2,1,0.08333333333333333
14226042001,3,1,0.08333333333333333
14226042001,12,1,0.08333333333333333
14226046001,1,4,0.8
14226046001,2,1,0.2
14226051001,1,5,1.0
14226059001,1,8,0.5714285714285714
14226059001,2,2,0.14285714285714285
14226059001,3,1,0.07142857142857142
14226059001,4,1,0.07142857142857142
14226059001,5,1,0.07142857142857142
14226059001,12,1,0.07142857142857142
14226063001,1,7,0.6363636363636364
14226063001,2,1,0.09090909090909091
14226063001,3,1,0.09090909090909091
14226063001,12,2,0.18181818181818182
14226067001,1,5,0.45454545454545453
14226067001,2,2,0.18181818181818182
14226067001,3,1,0.09090909090909091
14226067001,5,2,0.18181818181818182
14226067001,10,1,0.09090909090909091
14226100001,1,2,0.4
14226100001,2,1,0.2
14226100001,4,1,0.2
14226100001,5,1,0.2
14226116001,1,2,0.6666666666666666
14226116001,2,1,0.3333333333333333
14226149001,1,30,0.6818181818181818
14226149001,2,10,0.22727272727272727
14226149001,3,1,0.022727272727272728
14226149001,4,2,0.045454545454545456
14226149001,5,1,0.022727272727272728
14226160001,1,1,0.25
14226160001,2,2,0.5
14226160001,3,1,0.25
14226167001,1,1,1.0
14227001001,1,6,0.8571428571428571
14227001001,6,1,0.14285714285714285
14227002001,1,17,0.85
14227002001,2,2,0.1
14227002001,3,1,0.05
14227005001,1,28,0.875
14227005001,2,1,0.03125
14227005001,3,1,0.03125
14227005001,5,1,0.03125
14227005001,6,1,0.03125
14230034001,1,68,0.7010309278350515
14230034001,2,11,0.1134020618556701
14230034001,3,4,0.041237113402061855
14230034001,4,4,0.041237113402061855
14230034001,5,2,0.020618556701030927
14230034001,6,1,0.010309278350515464
14230034001,7,1,0.010309278350515464
14230034001,8,1,0.010309278350515464
14230034001,10,4,0.041237113402061855
14230034001,12,1,0.010309278350515464
14230035001,1,25,0.7575757575757576
14230035001,2,3,0.09090909090909091
14230035001,3,2,0.06060606060606061
14230035001,4,2,0.06060606060606061
14230035001,5,1,0.030303030303030304
14230431001,1,36,0.8
14230431001,2,7,0.15555555555555556
14230431001,6,1,0.022222222222222223
14230431001,8,1,0.022222222222222223
14230432001,1,37,0.7254901960784313
14230432001,2,10,0.19607843137254902
14230432001,3,1,0.0196078431372549
14230432001,4,2,0.0392156862745098
14230432001,10,1,0.0196078431372549
14231002001,1,138,0.7419354838709677
14231002001,2,32,0.17204301075268819
14231002001,3,7,0.03763440860215054
14231002001,4,3,0.016129032258064516
14231002001,5,1,0.005376344086021506
14231002001,6,2,0.010752688172043012
14231002001,9,1,0.005376344086021506
14231002001,10,1,0.005376344086021506
14231002001,12,1,0.005376344086021506
14231003001,1,168,0.6614173228346457
14231003001,2,53,0.20866141732283464
14231003001,3,13,0.051181102362204724
14231003001,4,6,0.023622047244094488
14231003001,5,2,0.007874015748031496
14231003001,6,4,0.015748031496062992
14231003001,7,3,0.011811023622047244
14231003001,8,3,0.011811023622047244
14231003001,12,2,0.007874015748031496
14231068001,1,32,0.7441860465116279
14231068001,2,6,0.13953488372093023
14231068001,3,3,0.06976744186046512
14231068001,4,1,0.023255813953488372
14231068001,5,1,0.023255813953488372
14232107001,1,18,0.782608695652174
14232107001,2,4,0.17391304347826086
14232107001,4,1,0.043478260869565216
14240001001,1,15,0.6818181818181818
14240001001,2,1,0.045454545454545456
14240001001,3,1,0.045454545454545456
14240001001,4,2,0.09090909090909091
14240001001,5,1,0.045454545454545456
14240001001,6,1,0.045454545454545456
14240001001,7,1,0.045454545454545456
14240005001,1,34,0.723404255319149
14240005001,2,8,0.1702127659574468
14240005001,4,1,0.02127659574468085
14240005001,5,1,0.02127659574468085
14240005001,6,1,0.02127659574468085
14240005001,10,2,0.0425531914893617
14240006001,1,8,0.6153846153846154
14240006001,2,2,0.15384615384615385
14240006001,3,1,0.07692307692307693
14240006001,4,1,0.07692307692307693
14240006001,12,1,0.07692307692307693
14240007001,1,3,0.5
14240007001,2,2,0.3333333333333333
14240007001,5,1,0.16666666666666666
14240008001,1,4,0.5714285714285714
14240008001,2,1,0.14285714285714285
14240008001,6,1,0.14285714285714285
14240008001,10,1,0.14285714285714285
14240010001,1,5,1.0
14240012001,1,3,1.0
14240014001,1,5,0.625
14240014001,2,1,0.125
14240014001,3,1,0.125
14240014001,4,1,0.125
14240015001,1,8,0.8888888888888888
14240015001,10,1,0.1111111111111111
14240017001,1,21,0.7
14240017001,2,4,0.13333333333333333
14240017001,3,2,0.06666666666666667
14240017001,4,2,0.06666666666666667
14240017001,5,1,0.03333333333333333
14241001001,1,1,1.0
14241002001,1,6,0.5
14241002001,2,5,0.4166666666666667
14241002001,3,1,0.08333333333333333
14241003001,1,11,0.9166666666666666
14241003001,2,1,0.08333333333333333
14241004001,1,18,0.72
14241004001,2,7,0.28
14241020001,1,15,0.5172413793103449
14241020001,2,10,0.3448275862068966
14241020001,3,2,0.06896551724137931
14241020001,4,1,0.034482758620689655
14241020001,5,1,0.034482758620689655
14241023001,1,14,0.7
14241023001,2,4,0.2
14241023001,3,2,0.1
14241024001,1,12,0.5454545454545454
14241024001,2,6,0.2727272727272727
14241024001,3,1,0.045454545454545456
14241024001,4,2,0.09090909090909091
14241024001,5,1,0.045454545454545456
14241025001,1,1,0.5
14241025001,2,1,0.5
14241030001,1,23,0.696969696969697
14241030001,2,6,0.18181818181818182
14241030001,3,2,0.06060606060606061
14241030001,5,2,0.06060606060606061
14241031001,1,26,0.7647058823529411
14241031001,2,5,0.14705882352941177
14241031001,3,1,0.029411764705882353
14241031001,5,1,0.029411764705882353
14241031001,8,1,0.029411764705882353
14241032001,1,13,0.6842105263157895
14241032001,2,4,0.21052631578947367
14241032001,3,1,0.05263157894736842
14241032001,6,1,0.05263157894736842
14241033001,1,13,0.6190476190476191
14241033001,2,5,0.23809523809523808
14241033001,3,1,0.047619047619047616
14241033001,4,1,0.047619047619047616
14241033001,8,1,0.047619047619047616
14241035001,1,3,1.0
14241036001,1,1,1.0
14241037001,1,15,0.6818181818181818
14241037001,2,4,0.18181818181818182
14241037001,3,1,0.045454545454545456
14241037001,5,1,0.045454545454545456
14241037001,12,1,0.045454545454545456
14241038001,1,1,0.5
14241038001,4,1,0.5
14241039001,1,1,1.0
14241042001,1,46,0.6764705882352942
14241042001,2,13,0.19117647058823528
14241042001,3,3,0.04411764705882353
14241042001,4,4,0.058823529411764705
14241042001,8,1,0.014705882352941176
14241042001,12,1,0.014705882352941176
14241043001,1,1,0.5
14241043001,2,1,0.5
14241044001,1,1,0.5
14241044001,2,1,0.5
14241078001,1,5,0.7142857142857143
14241078001,2,2,0.2857142857142857
14242003001,1,15,0.7142857142857143
14242003001,2,4,0.19047619047619047
14242003001,5,1,0.047619047619047616
14242003001,6,1,0.047619047619047616
14242004001,1,19,0.6785714285714286
14242004001,2,5,0.17857142857142858
14242004001,3,1,0.03571428571428571
14242004001,4,1,0.03571428571428571
14242004001,7,1,0.03571428571428571
14242004001,12,1,0.03571428571428571
14242007001,1,5,0.45454545454545453
14242007001,5,3,0.2727272727272727
14242007001,10,2,0.18181818181818182
14242007001,12,1,0.09090909090909091
14242008001,1,10,0.7692307692307693
14242008001,3,1,0.07692307692307693
14242008001,4,2,0.15384615384615385
14242009001,1,26,0.65
14242009001,2,7,0.175
14242009001,3,5,0.125
14242009001,5,1,0.025
14242009001,6,1,0.025
14242010001,1,11,0.7333333333333333
14242010001,2,4,0.26666666666666666
14242011001,1,71,0.6396396396396397
14242011001,2,24,0.21621621621621623
14242011001,3,5,0.04504504504504504
14242011001,4,3,0.02702702702702703
14242011001,5,1,0.009009009009009009
14242011001,6,2,0.018018018018018018
14242011001,7,1,0.009009009009009009
14242011001,8,1,0.009009009009009009
14242011001,10,2,0.018018018018018018
14242011001,12,1,0.009009009009009009
14242012001,1,68,0.6181818181818182
14242012001,2,29,0.2636363636363636
14242012001,3,9,0.08181818181818182
14242012001,5,2,0.01818181818181818
14242012001,6,1,0.00909090909090909
14242012001,10,1,0.00909090909090909
14242013001,1,3,0.42857142857142855
14242013001,2,1,0.14285714285714285
14242013001,3,2,0.2857142857142857
14242013001,10,1,0.14285714285714285
14242016001,1,8,0.7272727272727273
14242016001,2,3,0.2727272727272727
14242036001,1,19,0.7307692307692307
14242036001,2,4,0.15384615384615385
14242036001,3,2,0.07692307692307693
14242036001,4,1,0.038461538461538464
14242037001,1,24,0.631578947368421
14242037001,2,10,0.2631578947368421
14242037001,3,1,0.02631578947368421
14242037001,4,1,0.02631578947368421
14242037001,5,1,0.02631578947368421
14242037001,10,1,0.02631578947368421
14242039001,1,10,0.5
14242039001,2,4,0.2
14242039001,4,5,0.25
14242039001,5,1,0.05
14242042001,1,15,0.625
14242042001,2,7,0.2916666666666667
14242042001,3,1,0.041666666666666664
14242042001,5,1,0.041666666666666664
14242044001,1,3,0.5
14242044001,2,3,0.5
14242045001,1,10,0.7142857142857143
14242045001,2,1,0.07142857142857142
14242045001,4,1,0.07142857142857142
14242045001,5,1,0.07142857142857142
14242045001,9,1,0.07142857142857142
14242056001,1,27,0.75
14242056001,2,7,0.19444444444444445
14242056001,5,1,0.027777777777777776
14242056001,6,1,0.027777777777777776
14242068001,1,1,0.3333333333333333
14242068001,2,1,0.3333333333333333
14242068001,6,1,0.3333333333333333
14242072001,1,6,0.42857142857142855
14242072001,2,5,0.35714285714285715
14242072001,3,1,0.07142857142857142
14242072001,4,1,0.07142857142857142
14242072001,8,1,0.07142857142857142
14242081001,1,10,0.7692307692307693
14242081001,3,2,0.15384615384615385
14242081001,6,1,0.07692307692307693
14242083001,1,13,0.7222222222222222
14242083001,2,4,0.2222222222222222
14242083001,4,1,0.05555555555555555
14242105001,1,10,0.7142857142857143
14242105001,2,4,0.2857142857142857
14242126001,1,4,0.8
14242126001,2,1,0.2
14242128001,1,1,1.0
14242131001,1,29,0.5370370370370371
14242131001,2,18,0.3333333333333333
14242131001,3,4,0.07407407407407407
14242131001,5,2,0.037037037037037035
14242131001,6,1,0.018518518518518517
14242133001,1,44,0.7857142857142857
14242133001,2,6,0.10714285714285714
14242133001,3,2,0.03571428571428571
14242133001,4,2,0.03571428571428571
14242133001,6,2,0.03571428571428571
14242134001,1,27,0.7941176470588235
14242134001,2,7,0.20588235294117646
14242135001,1,10,1.0
14242137001,4,1,1.0
14242144001,1,13,0.7222222222222222
14242144001,2,2,0.1111111111111111
14242144001,3,2,0.1111111111111111
14242144001,5,1,0.05555555555555555
14242145001,1,15,0.7894736842105263
14242145001,2,3,0.15789473684210525
14242145001,3,1,0.05263157894736842
14242149001,1,19,0.6785714285714286
14242149001,2,6,0.21428571428571427
14242149001,3,2,0.07142857142857142
14242149001,6,1,0.03571428571428571
14242150001,1,13,0.8666666666666667
14242150001,2,1,0.06666666666666667
14242150001,6,1,0.06666666666666667
14242151001,1,39,0.8478260869565217
14242151001,2,6,0.13043478260869565
14242151001,3,1,0.021739130434782608
14242154001,1,10,0.5555555555555556
14242154001,2,4,0.2222222222222222
14242154001,3,1,0.05555555555555555
14242154001,4,2,0.1111111111111111
14242154001,5,1,0.05555555555555555
14242155001,1,22,0.6111111111111112
14242155001,2,7,0.19444444444444445
14242155001,3,3,0.08333333333333333
14242155001,4,3,0.08333333333333333
14242155001,5,1,0.027777777777777776
14242156001,1,14,0.5833333333333334
14242156001,2,6,0.25
14242156001,3,2,0.08333333333333333
14242156001,4,2,0.08333333333333333
14242164001,1,10,0.6666666666666666
14242164001,2,2,0.13333333333333333
14242164001,4,2,0.13333333333333333
14242164001,6,1,0.06666666666666667
14242165001,1,2,0.6666666666666666
14242165001,3,1,0.3333333333333333
14242169001,12,1,1.0
14242170001,1,9,0.9
14242170001,3,1,0.1
14242210001,2,1,0.5
14242210001,4,1,0.5
14243006001,1,13,0.6842105263157895
14243006001,2,2,0.10526315789473684
14243006001,3,1,0.05263157894736842
14243006001,9,1,0.05263157894736842
14243006001,10,1,0.05263157894736842
14243006001,12,1,0.05263157894736842
14243007001,1,10,0.7142857142857143
14243007001,2,1,0.07142857142857142
14243007001,4,1,0.07142857142857142
14243007001,5,1,0.07142857142857142
14243007001,7,1,0.07142857142857142
14243009001,1,3,0.6
14243009001,2,1,0.2
14243009001,11,1,0.2
14243010001,1,11,0.8461538461538461
14243010001,3,1,0.07692307692307693
14243010001,8,1,0.07692307692307693
14243012001,1,3,0.6
14243012001,2,1,0.2
14243012001,12,1,0.2
14243013001,1,11,0.7333333333333333
14243013001,2,2,0.13333333333333333
14243013001,3,1,0.06666666666666667
14243013001,4,1,0.06666666666666667
14243016001,1,10,0.625
14243016001,2,3,0.1875
14243016001,3,3,0.1875
14243017001,1,8,0.8
14243017001,2,1,0.1
14243017001,3,1,0.1
14243020001,1,21,0.875
14243020001,2,3,0.125
14243021001,1,1,0.5
14243021001,3,1,0.5
14243026001,1,12,0.631578947368421
14243026001,2,4,0.21052631578947367
14243026001,4,1,0.05263157894736842
14243026001,10,1,0.05263157894736842
14243026001,12,1,0.05263157894736842
14243027001,1,4,0.6666666666666666
14243027001,2,1,0.16666666666666666
14243027001,3,1,0.16666666666666666
14243028001,1,7,0.7777777777777778
14243028001,2,2,0.2222222222222222
14243031001,1,3,1.0
14243034001,1,13,0.7222222222222222
14243034001,2,2,0.1111111111111111
14243034001,4,1,0.05555555555555555
14243034001,6,2,0.1111111111111111
14243036001,1,6,0.46153846153846156
14243036001,2,1,0.07692307692307693
14243036001,3,1,0.07692307692307693
14243036001,4,3,0.23076923076923078
14243036001,5,2,0.15384615384615385
14243040001,1,23,0.575
14243040001,2,9,0.225
14243040001,3,3,0.075
14243040001,4,1,0.025
14243040001,5,2,0.05
14243040001,6,1,0.025
14243040001,11,1,0.025
14243041001,1,17,0.7391304347826086
14243041001,2,2,0.08695652173913043
14243041001,5,2,0.08695652173913043
14243041001,9,1,0.043478260869565216
14243041001,10,1,0.043478260869565216
14243042001,1,34,0.68
14243042001,2,6,0.12
14243042001,3,3,0.06
14243042001,4,2,0.04
14243042001,5,2,0.04
14243042001,6,1,0.02
14243042001,10,1,0.02
14243042001,11,1,0.02
14243043001,1,40,0.8163265306122449
14243043001,2,4,0.08163265306122448
14243043001,3,3,0.061224489795918366
14243043001,4,1,0.02040816326530612
14243043001,6,1,0.02040816326530612
14243044001,1,36,0.7058823529411765
14243044001,2,7,0.13725490196078433
14243044001,3,3,0.058823529411764705
